steam:110000108378030,aucun,1,42,1,7,0,1,0,0,0,0,0,13,0,0,0,5,0,1,0,70,0,1,0,1
steam:1100001003a9102,barriolourd,1,15,0,4,0,1,14,0,0,112,2,77,4,0,0,8,7,28,0,70,1,26,2,1
steam:11000010ce5670a,Jaunev2,1,15,0,26,1,6,1,0,0,9,0,14,5,0,0,3,0,14,0,127,6,33,0,1
steam:110000112eedc1b,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001101366d8,Vagos,1,15,0,78,2,1,14,0,6,50,1,11,0,0,0,5,0,14,0,127,8,33,0,1
steam:11000010b613f7a,Zoner,1,15,0,52,0,8,0,0,0,4,0,65,0,0,0,5,0,15,0,70,0,33,0,1
steam:110000102904d97,Braquage,1,15,0,59,0,24,0,0,0,0,0,52,0,0,0,5,6,30,0,50,0,33,0,1
steam:110000114061f62,Pouah,1,15,0,49,1,43,0,0,0,51,0,45,1,0,0,6,0,5,0,5,7,2,0,1
steam:110000112911cc3,tenue chemise rouge,1,12,2,4,0,1,0,0,0,0,0,10,1,0,0,5,0,17,0,72,2,1,0,1
steam:11000010b25c942,aucun,1,4,0,28,0,10,0,0,0,11,2,1,1,0,0,3,5,20,0,142,0,31,1,1
steam:110000139714d27,goldeneye,1,15,0,9,7,25,0,0,0,0,0,1,1,0,0,3,9,4,0,61,3,2,0,1
steam:1100001068c0f39,Tenu opé,1,15,0,26,0,12,6,0,0,112,2,5,0,0,0,3,0,17,0,50,0,3,0,1
steam:11000011c9ff36e,aucun,1,26,10,24,1,20,5,0,0,24,12,12,0,0,0,17,5,20,0,72,1,17,0,1
steam:11000010c4bcdc8,BIGNESS,1,15,0,26,0,9,2,0,2,77,1,58,2,0,0,2,0,15,0,15,0,2,0,1
steam:110000132df2392,aucun,1,20,9,78,1,31,2,0,0,4,0,55,19,0,0,5,10,6,0,203,25,18,0,1
steam:11000010b27405f,aucun,1,31,0,4,0,76,20,0,0,4,0,8,0,0,0,5,1,4,0,142,0,16,0,1
steam:11000013598c992,aucun,1,15,7,24,4,32,5,0,0,83,0,56,9,0,0,5,0,40,0,5,7,1,0,1
steam:11000010e84de23,Rouge,1,22,2,28,0,10,0,0,0,15,0,83,0,0,0,17,5,4,0,11,1,1,0,1
steam:1100001073b1067,BurgerShot,1,15,0,4,2,32,5,0,5,15,0,64,3,0,0,18,2,6,0,281,1,33,0,1
steam:1100001131693ba,aucun,1,21,0,24,0,3,4,0,0,0,0,1,1,0,0,5,9,4,0,10,0,11,1,1
steam:1100001117c7d70,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000135218513,dick,1,15,0,9,7,7,2,0,2,2,0,14,1,0,0,5,0,17,0,50,0,1,0,1
steam:110000108ddbb03,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000134918378,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000111ed0438,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000132d1be3c,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000109081570,Noir ,1,15,0,4,0,43,3,0,3,4,0,1,1,0,0,11,0,48,0,8,1,33,0,1
steam:11000010dbec0f1,Survet,1,15,0,64,8,31,1,0,1,49,0,3,1,0,0,2,0,15,0,15,0,33,0,1
steam:11000010eefee1b,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000132ba653a,aucun,1,15,0,33,0,7,0,0,0,4,0,77,19,0,0,8,10,25,0,243,0,17,0,1
steam:11000010ed30bc8,aucun,1,15,0,5,5,8,0,0,0,47,0,77,19,0,0,8,8,51,0,15,0,17,0,1
steam:11000010609e543,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001360b2be6,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000101bc5bcc,aucun,1,73,0,10,0,10,0,0,0,0,0,61,6,0,0,7,0,1,0,11,1,18,0,1
steam:11000011622803a,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000108fc7421,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000109890bfd,aucun,1,15,0,10,5,15,0,0,0,38,8,1,1,0,0,5,0,11,0,13,7,33,0,1
steam:11000011a5fb8fb,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000136ad4229,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000112bb41f2,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001028a971d,new jaune,1,15,0,4,0,31,4,0,4,4,0,77,4,0,0,6,0,6,0,171,0,30,0,1
steam:1100001343679fd,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001178fe593,aucun,1,15,0,12,0,9,5,0,0,4,0,1,1,0,0,6,0,19,0,82,14,1,0,1
steam:110000137588ead,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000110856d5a,aucun,1,1,0,103,0,26,8,0,0,0,0,1,1,0,0,6,0,2,0,1,6,1,0,1
steam:110000112285fa2,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001031b2101,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000139bd1a3a,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001075f1b9a,Sergioville2,1,13,4,10,0,12,6,0,6,4,0,28,1,0,0,2,0,1,0,28,0,3,0,1
steam:11000011209c274,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010f090997,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001129d31d7,camouflage,1,18,0,26,0,27,0,0,0,125,0,120,0,0,0,6,0,16,0,139,3,1,0,1
steam:110000109470248,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000102b15485,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001375e2181,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000103a44404,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010137aa9d,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010c812109,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000109f96556,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001145786e4,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010660bc29,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000104bda9cf,aucun,1,21,0,23,0,10,0,0,0,0,0,1,1,0,0,8,0,12,0,4,0,1,0,1
steam:11000011ba2c5b2,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000102e429fc,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010904c37a,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010e74bd8f,aucun,1,3,0,10,0,7,0,0,0,13,0,25,0,0,0,8,0,57,0,4,0,2,0,1
steam:1100001196d5539,black,1,15,0,4,0,1,4,0,0,4,0,45,1,0,0,6,0,1,0,78,11,1,0,1
steam:1100001068a917a,aucun,1,18,0,4,2,7,0,0,0,13,0,10,0,0,0,4,3,2,0,50,0,5,0,1
steam:110000109fb7885,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000103f682c2,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010959ecab,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010652caa0,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001349849a1,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000011807a700,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001044e15bb,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000101fd2563,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010dc39bc9,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010d0bdaf6,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001120c40fc,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000116f68242,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000107caa6f0,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000110a93662,Rue OKL,1,5,2,4,0,2,0,0,0,53,0,51,0,0,0,5,1,57,0,70,1,2,0,1
steam:110000104947cc5,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000135858261,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000105cb6301,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010554cae4,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010efb5a4f,investigation,1,18,0,26,0,27,0,0,0,125,0,104,20,0,0,5,0,16,0,139,3,5,0,1
steam:1100001327ad1b2,aucun,1,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000013621310f,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010c1c8198,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001081d4923,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000106963c2e,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010c429854,aucun,1,24,0,4,0,3,0,0,0,0,0,71,0,0,0,5,0,11,0,42,0,1,0,1
steam:110000139d0e8ae,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000011d712b7e,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001320064ee,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000136828494,aucun,1,5,0,59,4,9,10,0,0,0,0,11,0,0,0,6,0,27,0,84,4,4,0,1
steam:11000010d5dce31,Police,1,18,0,26,0,25,0,0,0,125,0,83,0,0,0,8,0,17,0,111,3,1,0,1
steam:11000011c57a765,Normal,1,76,1,4,0,4,1,0,1,0,0,1,1,0,0,6,0,1,0,7,2,1,0,1
steam:1100001084b2363,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010fed4f20,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000108a31848,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:1100001370c400b,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000103446360,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000117368b74,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000011bf94a2e,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000107fb7abb,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:11000010cc0629e,aucun,1,0,0,8,0,1,0,0,0,0,0,3,0,0,0,9,0,2,0,7,2,1,0,1
steam:110000114d59db9,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
steam:110000136fb5753,aucun,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,6,0,2,0,7,2,1,0,1
