1,mp_m_freemode_01,500,hat,2,0
2,mp_m_freemode_01,500,hat,4,0
3,mp_m_freemode_01,500,hat,5,0
4,mp_m_freemode_01,500,hat,6,0
5,mp_m_freemode_01,500,hat,7,0
6,mp_m_freemode_01,500,hat,12,0
7,mp_m_freemode_01,500,hat,13,0
8,mp_m_freemode_01,500,hat,14,0
9,mp_m_freemode_01,500,hat,15,0
10,mp_m_freemode_01,500,hat,16,0
11,mp_m_freemode_01,500,hat,17,0
12,mp_m_freemode_01,500,hat,18,0
13,mp_m_freemode_01,500,hat,19,0
14,mp_m_freemode_01,500,hat,20,0
15,mp_m_freemode_01,500,hat,21,0
16,mp_m_freemode_01,500,hat,25,0
17,mp_m_freemode_01,500,hat,26,0
18,mp_m_freemode_01,500,hat,27,0
19,mp_m_freemode_01,500,hat,28,0
20,mp_m_freemode_01,500,hat,29,0
21,mp_m_freemode_01,500,hat,30,0
22,mp_m_freemode_01,500,hat,31,0
23,mp_m_freemode_01,500,hat,44,0
24,mp_m_freemode_01,500,hat,45,0
25,mp_m_freemode_01,500,hat,48,0
26,mp_m_freemode_01,500,hat,49,0
27,mp_m_freemode_01,500,hat,50,0
28,mp_m_freemode_01,500,hat,51,0
29,mp_m_freemode_01,500,hat,52,0
30,mp_m_freemode_01,500,hat,53,0
31,mp_m_freemode_01,500,hat,54,0
32,mp_m_freemode_01,500,hat,55,0
33,mp_m_freemode_01,500,hat,56,0
34,mp_m_freemode_01,500,hat,58,0
35,mp_m_freemode_01,500,hat,60,0
36,mp_m_freemode_01,500,hat,61,0
37,mp_m_freemode_01,500,hat,62,0
38,mp_m_freemode_01,500,hat,63,0
39,mp_m_freemode_01,500,hat,64,0
40,mp_m_freemode_01,500,hat,65,0
41,mp_m_freemode_01,500,hat,66,0
42,mp_m_freemode_01,500,hat,67,0
43,mp_m_freemode_01,500,hat,68,0
44,mp_m_freemode_01,500,hat,69,0
45,mp_m_freemode_01,500,hat,70,0
46,mp_m_freemode_01,500,hat,71,0
47,mp_m_freemode_01,500,hat,72,0
48,mp_m_freemode_01,500,hat,73,0
49,mp_m_freemode_01,500,hat,74,0
50,mp_m_freemode_01,500,hat,75,0
51,mp_m_freemode_01,500,hat,76,0
52,mp_m_freemode_01,500,hat,77,0
53,mp_m_freemode_01,500,hat,78,0
54,mp_m_freemode_01,500,hat,79,0
55,mp_m_freemode_01,500,hat,80,0
56,mp_m_freemode_01,500,hat,81,0
57,mp_m_freemode_01,500,hat,82,0
58,mp_f_freemode_01,500,hat,4,0
59,mp_f_freemode_01,500,hat,5,0
60,mp_f_freemode_01,500,hat,6,0
61,mp_f_freemode_01,500,hat,7,0
62,mp_f_freemode_01,500,hat,9,0
63,mp_f_freemode_01,500,hat,12,0
64,mp_f_freemode_01,500,hat,13,0
65,mp_f_freemode_01,500,hat,14,0
66,mp_f_freemode_01,500,hat,15,0
67,mp_f_freemode_01,500,hat,16,0
68,mp_f_freemode_01,500,hat,17,0
69,mp_f_freemode_01,500,hat,18,0
70,mp_f_freemode_01,500,hat,19,0
71,mp_f_freemode_01,500,hat,20,0
72,mp_f_freemode_01,500,hat,21,0
73,mp_f_freemode_01,500,hat,22,0
74,mp_f_freemode_01,500,hat,26,0
75,mp_f_freemode_01,500,hat,27,0
76,mp_f_freemode_01,500,hat,28,0
77,mp_f_freemode_01,500,hat,29,0
78,mp_f_freemode_01,500,hat,43,0
79,mp_f_freemode_01,500,hat,44,0
80,mp_f_freemode_01,500,hat,47,0
81,mp_f_freemode_01,500,hat,48,0
82,mp_f_freemode_01,500,hat,49,0
83,mp_f_freemode_01,500,hat,50,0
84,mp_f_freemode_01,500,hat,51,0
85,mp_f_freemode_01,500,hat,52,0
86,mp_f_freemode_01,500,hat,53,0
87,mp_f_freemode_01,500,hat,54,0
88,mp_f_freemode_01,500,hat,55,0
89,mp_f_freemode_01,500,hat,56,0
90,mp_f_freemode_01,500,hat,57,0
91,mp_f_freemode_01,500,hat,58,0
92,mp_f_freemode_01,500,hat,81,0
93,mp_f_freemode_01,500,glasses,1,0
94,mp_f_freemode_01,500,glasses,2,0
95,mp_f_freemode_01,500,glasses,3,0
96,mp_f_freemode_01,500,glasses,4,0
97,mp_f_freemode_01,500,glasses,6,0
98,mp_f_freemode_01,500,glasses,7,0
99,mp_f_freemode_01,500,glasses,8,0
100,mp_f_freemode_01,500,glasses,9,0
101,mp_f_freemode_01,500,glasses,10,0
102,mp_f_freemode_01,500,glasses,11,0
103,mp_f_freemode_01,500,glasses,14,0
104,mp_f_freemode_01,500,glasses,16,0
105,mp_f_freemode_01,500,glasses,17,0
106,mp_f_freemode_01,500,glasses,18,0
107,mp_f_freemode_01,500,glasses,19,0
108,mp_f_freemode_01,500,glasses,20,0
109,mp_f_freemode_01,500,glasses,21,0
110,mp_m_freemode_01,500,glasses,3,0
111,mp_m_freemode_01,500,glasses,4,0
112,mp_m_freemode_01,500,glasses,5,0
113,mp_m_freemode_01,500,glasses,7,0
114,mp_m_freemode_01,500,glasses,8,0
115,mp_m_freemode_01,500,glasses,9,0
116,mp_m_freemode_01,500,glasses,10,0
117,mp_m_freemode_01,500,glasses,12,0
118,mp_m_freemode_01,500,glasses,13,0
119,mp_m_freemode_01,500,glasses,15,0
120,mp_m_freemode_01,500,glasses,16,0
121,mp_m_freemode_01,500,glasses,17,0
122,mp_m_freemode_01,500,glasses,18,0
123,mp_m_freemode_01,500,glasses,19,0
124,mp_m_freemode_01,500,glasses,20,0
125,mp_m_freemode_01,500,glasses,24,0
126,mp_m_freemode_01,500,glasses,25,0
127,mp_m_freemode_01,500,hat,82,0
128,mp_m_freemode_01,500,hat,83,0
129,mp_m_freemode_01,500,hat,84,0
130,mp_m_freemode_01,500,hat,85,0
131,mp_m_freemode_01,500,hat,86,0
132,mp_m_freemode_01,500,hat,87,0
133,mp_m_freemode_01,500,hat,88,0
134,mp_m_freemode_01,500,hat,89,0
135,mp_m_freemode_01,500,hat,90,0
136,mp_m_freemode_01,500,hat,91,0
137,mp_m_freemode_01,500,hat,92,0
138,mp_m_freemode_01,500,hat,93,0
139,mp_m_freemode_01,500,hat,94,0
140,mp_m_freemode_01,500,hat,95,0
141,mp_m_freemode_01,500,hat,96,0
142,mp_m_freemode_01,500,hat,97,0
143,mp_m_freemode_01,500,hat,98,0
144,mp_m_freemode_01,500,hat,99,0
145,mp_m_freemode_01,500,hat,100,0
146,mp_m_freemode_01,500,hat,101,0
147,mp_m_freemode_01,500,hat,102,0
148,mp_m_freemode_01,500,hat,103,0
149,mp_m_freemode_01,500,hat,104,0
150,mp_m_freemode_01,500,hat,105,0
151,mp_m_freemode_01,500,hat,106,0
152,mp_m_freemode_01,500,hat,107,0
153,mp_m_freemode_01,500,hat,108,0
154,mp_m_freemode_01,500,hat,109,0
155,mp_m_freemode_01,500,hat,110,0
156,mp_f_freemode_01,500,hat,81,0
157,mp_f_freemode_01,500,hat,82,0
158,mp_f_freemode_01,500,hat,83,0
